,Unnamed: 0,tconst,titleType,primaryTitle,Like,isAdult,startYear,runtimeMinutes,genres
94,821653,tt0847505,movie,Night Traveler,,0,2013,\N,Adventure
95,822351,tt0848228,movie,The Avengers,1,0,2012,143,"Action,Adventure,Sci-Fi"
96,822653,tt0848537,movie,Epic,,0,2013,102,"Adventure,Animation,Family"
97,824748,tt0850677,movie,Jack & Diane,,0,2012,110,"Drama,Horror,Romance"
98,825535,tt0851471,movie,Sir Billi,,0,2012,76,"Adventure,Animation,Comedy"
99,826476,tt0852441,movie,Folie à deux,,0,2012,\N,Drama
100,831094,tt0857190,movie,The Sweeney,,0,2012,112,"Action,Crime,Drama"
101,834627,tt0860907,movie,Evangelion: 3.0 You Can,,0,2012,96,"Action,Animation,Drama"
102,839186,tt0865557,movie,Letting Go,,0,2012,83,"Drama,Romance"
103,845303,tt0871891,movie,The Nightclub Days,,0,2012,\N,Comedy
104,852015,tt0878814,movie,Jewtopia,,0,2012,90,"Comedy,Romance"
105,856030,tt0882977,movie,Snitch,,0,2013,112,"Action,Drama,Thriller"
107,857711,tt0884726,movie,Legends of Oz: Dorothy's Return,,0,2013,88,"Adventure,Animation,Family"
110,875900,tt0903624,movie,The Hobbit: An Unexpected Journey,2,0,2012,169,"Adventure,Family,Fantasy"
111,878187,tt0906013,movie,The Grind,,0,2012,85,"Crime,Thriller"
113,879948,tt0907852,movie,Exposed,,0,2012,82,"Drama,Mystery,Thriller"
115,897629,tt0926170,movie,White Men Can't Dance,,0,2012,105,"Drama,Family"
130,909471,tt0938305,movie,Freaky Deaky,,0,2012,90,"Comedy,Crime,Thriller"
131,909491,tt0938330,movie,Silent Hill: Revelation,,0,2012,95,"Fantasy,Horror"
133,919292,tt0948470,movie,The Amazing Spider-Man,2,0,2012,136,"Action,Adventure,Sci-Fi"
135,931143,tt0960727,movie,Let Me Survive,,0,2013,\N,Drama
136,932142,tt0961755,movie,The Trouble with Cali,,0,2012,\N,Comedy
137,939466,tt0969345,movie,Strange Frame: Love & Sax,,0,2012,98,"Animation,Crime,Music"
142,945489,tt0975645,movie,Hitchcock,,0,2012,98,"Biography,Drama,Romance"
143,950685,tt0980999,movie,Four,,0,2012,75,"Drama,Romance"
144,952828,tt0983190,movie,The Unwanted,,0,2013,95,"Drama,Thriller"
145,952881,tt0983250,movie,You're Nobody 'til Somebody Kills You,,0,2012,86,"Horror,Thriller"
151,960578,tt0991173,movie,The Significant Other,,0,2012,90,"Comedy,Romance"
152,963163,tt0993846,movie,The Wolf of Wall Street,,0,2013,180,"Biography,Crime,Drama"
153,965113,tt0995845,movie,The Courier,,0,2012,95,"Action,Crime,Drama"
154,966207,tt0996958,movie,Legend of the Red Reaper,,0,2013,99,"Action,Adventure,Fantasy"
493,978169,tt10016642,movie,Kutha Bolu Naka,,0,2013,\N,Family
502,978350,tt10016956,movie,Jai Maharashtra Dhaba Bhatinda,,0,2013,\N,Romance
506,978426,tt10017088,movie,Navra Majha Bhavra,,0,2013,\N,Comedy
508,978537,tt10017274,movie,Parees,,0,2013,\N,Drama
1003,988040,tt10033686,movie,Grandmother's Farm,,0,2013,71,"Comedy,Horror,Mystery"
1047,988885,tt10035152,movie,Im Dickicht Der Städte,,0,2013,123,Drama
1149,991418,tt10039528,movie,Hollywood Necronomicon,,0,2013,\N,Mystery
2455,1010490,tt10073132,movie,Despedida de soltero,,0,2013,90,Thriller
2496,1011591,tt10075088,movie,Faut pas pousser Mémé dans les orties (Stageplay),,0,2012,70,Comedy
2510,1011994,tt10075788,movie,The Hunger Games Premiere,,0,2012,\N,Action
2511,1012023,tt10075836,movie,The Avengers Assemble Premiere,,0,2012,\N,Action
2600,1013033,tt10077568,movie,Kokomma,,0,2012,\N,Drama
2727,1015055,tt10081128,movie,Anubhava,,0,2013,\N,"Drama,Romance"
2729,1015113,tt10081228,movie,Whip,,0,2013,49,Drama
2841,1016809,tt10084174,movie,Zeit der Olive,,0,2012,\N,Drama
2964,1018444,tt10087030,movie,Ranbhoomi,,0,2013,\N,Action
2965,1018556,tt10087228,movie,Tendlya Nighala Oscarla,,0,2013,\N,Drama
2967,1018741,tt10087544,movie,Govinda,,0,2013,103,Drama
2969,1018746,tt10087552,movie,Sutradhaar,,0,2013,\N,Drama
2971,1018782,tt10087614,movie,Sat Na Gat,,0,2013,\N,Drama
3250,1022658,tt10094394,movie,Rock and a Hard Place,,0,2013,\N,Drama
3343,1023243,tt10095420,movie,On the Nanniwan Frontier,,0,2013,110,"Drama,War"
3346,1023270,tt10095466,movie,Mao Zedong and Qi Baishi,,0,2013,92,"Biography,Drama"
3512,1024518,tt10097664,movie,"Mamo, ya lotchyka lyublyu",,0,2012,\N,"Drama,Romance"
3553,1024691,tt10097968,movie,Midnight Party,,0,2012,90,"Crime,Drama"
3998,1028877,tt10105362,movie,Dil Sada Luteya Gaya,,0,2013,\N,"Comedy,Romance"
4051,1029957,tt10107250,movie,Karma ke Rati,,0,2013,130,Drama
4254,1031368,tt10109692,movie,Dhilakani,,0,2013,135,"Crime,Drama"
4334,1032206,tt10111144,movie,El País de Abril,,0,2013,\N,Drama
4552,1034659,tt10115458,movie,Lyfstraf (Corporal Punishment),,0,2012,76,Horror
4798,1037927,tt10121164,movie,Fantasia 2,,0,2013,\N,Horror
4800,1037977,tt10121250,movie,Weekend Movie,,0,2012,81,"Action,Comedy,Thriller"
4851,1038546,tt10122258,movie,After the flood,,0,2012,\N,Drama
5132,1042460,tt10129116,movie,blockheaDs the Movie,,0,2013,\N,"Action,Comedy"
5824,1054675,tt10150576,movie,Pablo,,0,2013,91,"Drama,Family"
5837,1055640,tt10152304,movie,Das Ewige Antlitz,,0,2012,100,Drama
6026,1058760,tt10157728,movie,Vinmeengal,,0,2012,155,Drama
6034,1059275,tt10158628,movie,Tokan,,0,2013,83,"Action,Crime"
6209,1061086,tt10161810,movie,Darlene's Revenge,,0,2012,54,Comedy
6317,1064128,tt10167110,movie,Du shi tong hua,,0,2012,\N,Drama
6334,1064655,tt10168040,movie,My Avatar Horse,,0,2012,\N,Drama
6335,1064661,tt10168050,movie,Yang wang xing kong,,0,2012,\N,\N
6462,1068341,tt10174596,movie,Illuminate,,0,2013,116,Drama
6668,1072729,tt10182318,movie,"Luca, l'évangile d'un homo",,0,2013,\N,"Drama,Fantasy,Music"
7204,1084909,tt10203594,movie,Block Burner,,0,2012,99,Drama
7211,1085002,tt10203762,movie,Trapp Life,,0,2013,84,Action
7923,1092645,tt10217034,movie,Apartaments,,0,2012,51,\N
8363,1097327,tt10225280,movie,No Me Cazaras,,0,2013,120,Comedy
8571,1099199,tt10228552,movie,Seven Diamonds,,0,2013,\N,Action
9127,1106173,tt10240846,movie,Hati Ke Hati,,0,2013,85,Drama
9271,1109398,tt1024648,movie,Argo,1,0,2012,120,"Biography,Drama,Thriller"
9346,1110107,tt1024770,movie,The People I've Slept With,,0,2012,89,Comedy
9634,1112016,tt1025102,movie,The Pardon,,0,2013,120,Crime
10729,1127701,tt10278468,movie,Arthur L'aventurier en Afrique,,0,2013,75,Family
10763,1128447,tt10279798,movie,Nochoice,,0,2012,54,Drama
11161,1132893,tt10287560,movie,Yaanam,,0,2013,\N,Drama
11459,1135614,tt1029231,movie,Krrish 3,2,0,2013,152,"Action,Sci-Fi"
11483,1136617,tt10294046,movie,Halloween,,0,2013,\N,Horror
11715,1140171,tt10300354,movie,Last Days In Waldo County,,0,2012,45,"Comedy,Drama,Thriller"
12209,1144661,tt10308142,movie,Arthur L'aventurier - L'oeil de cristal,,0,2012,\N,Family
12724,1150354,tt10318272,movie,Anna et Otto,,0,2013,104,Drama
12835,1151983,tt10321126,movie,RiffTrax: The Hunger Games,,0,2012,\N,Comedy
12917,1152650,tt10322272,movie,RiffTrax: Captain America: The First Avenger,,0,2012,\N,Comedy
13346,1158503,tt10332462,movie,Naughty Professor,,0,2012,\N,Comedy
13824,1163895,tt10341988,movie,Nicolas Noël - Mon histoire magique,,0,2012,\N,Family
13897,1164564,tt1034314,movie,Iron Sky,,0,2012,93,"Action,Adventure,Comedy"
14287,1168959,tt10350900,movie,Hikiko-san vs. Kokkuri-san,,0,2012,81,Horror
14314,1169485,tt10351820,movie,Daisy,,0,2012,79,"Drama,Fantasy"
14824,1174936,tt10361450,movie,Mengejar Setan,,0,2013,71,Horror
15210,1181023,tt1037222,movie,Cody the Robosapien,,0,2013,86,"Adventure,Drama,Family"
15211,1181029,tt1037223,movie,Everyday,,0,2012,106,Drama
15291,1183140,tt10376024,movie,Arrivederci Macau,,0,2013,105,Biography
15436,1189329,tt1038693,movie,The Story of Luke,,0,2012,96,"Comedy,Drama"
15739,1201973,tt10409218,movie,Peppa Pig: The Christmas Show and Other Stories,,0,2012,\N,Animation
16057,1212390,tt10427358,movie,Make Money,,0,2013,99,Comedy
16200,1215119,tt10432166,movie,Queen of the Universe Pilot,,0,2013,\N,Reality-TV
16269,1217449,tt10436214,movie,The Donkey's Belly Chronicles,,0,2013,50,Drama
16351,1220423,tt10441496,movie,D/o Varma,,0,2013,\N,Comedy
16357,1220490,tt10441614,movie,Out of Nowhere,,0,2012,118,\N
16639,1229086,tt1045658,movie,Silver Linings Playbook,,0,2012,122,"Comedy,Drama,Romance"
16686,1231604,tt10460978,movie,Chaku Ero - Declaration of Youth,,0,2013,50,\N
16717,1234266,tt10465662,movie,"Pokou, princesse ashanti",,0,2013,\N,Animation
16755,1236743,tt1047011,movie,Unfinished Song,,0,2012,90,"Comedy,Drama,Music"
16782,1238572,tt10473392,movie,Dream Holiday,,0,2012,\N,\N
16787,1239742,tt1047540,movie,Parental Guidance,,0,2012,105,"Comedy,Family"
16789,1240454,tt10476634,movie,1972 Yellow House,,0,2013,52,Horror
16807,1241189,tt10477954,movie,Saad,,0,2012,\N,Drama
17060,1250366,tt1049406,movie,Pablo,,0,2012,90,"Animation,Biography"
17061,1250383,tt1049409,movie,Chasing Happiness,,0,2012,80,Comedy
17067,1250684,tt10494642,movie,This Isn't Shaft... It's a XXX Spoof!,,1,2012,\N,Adult
17148,1252353,tt10497498,movie,Office of Fart Smell of OL,,1,2013,90,Adult
17171,1253217,tt10499020,movie,Biopic,,0,2013,\N,\N
17172,1253443,tt10499410,movie,Slon (Elephant),,0,2012,\N,\N
17200,1254920,tt10501986,movie,Thodi Khatti Thodi Hatti,,0,2012,\N,Family
17213,1256695,tt10505056,movie,Penance (Part 2),,0,2012,\N,\N
17262,1259719,tt10510384,movie,The Bird Who Saved the World,,0,2012,84,"Comedy,Drama,Fantasy"
17270,1259934,tt10510774,movie,Dejligt - the golden age of Danish Pornography 1970 - 1974,,1,2012,84,Adult
17327,1262196,tt10514866,movie,Aiuto,,0,2013,\N,Drama
18534,1281635,tt10548894,movie,Discover Vivaldi's Four Seasons,,0,2013,105,Music
18966,1288318,tt10560600,movie,Shikaar A Murder Mystery,,0,2012,\N,Horror
19150,1290551,tt10564618,movie,Mister Dzidza,,0,2013,100,Comedy
19471,1294382,tt10571138,movie,Street Meets Pavement,,0,2013,96,Crime
19621,1296230,tt10574344,movie,Tala Dar Mes,,0,2013,\N,Drama
20367,1306987,tt1059317,movie,Sophomore,,0,2012,98,Comedy
20556,1309887,tt1059836,movie,Transit,,0,2012,88,"Action,Crime,Thriller"
20651,1312359,tt1060273,movie,This Bitter Earth,,0,2012,76,"Drama,Music"
21026,1317816,tt10612336,movie,Hawk Warrior of the Wheelzone,,0,2012,90,Sci-Fi
21031,1318609,tt10613758,movie,Vitrum - Riverberi nello specchio,,0,2013,\N,Thriller
21100,1319701,tt10615622,movie,Core,,0,2012,\N,\N
21241,1323962,tt10623034,movie,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,1,2012,152,"Adult,Animation,Drama"
21615,1331294,tt10635724,movie,Aeifygia,,0,2012,\N,\N
21817,1335211,tt10642492,movie,Classic Incantations,,0,2012,\N,Musical
22275,1344538,tt10658772,movie,Man of the Match,,0,2013,\N,Action
22292,1346292,tt10661814,movie,Murder,,0,2012,\N,Drama
22394,1348750,tt10666070,movie,Last Memories of Summer,,1,2012,120,Adult
22585,1355393,tt1067765,movie,Adult World,,0,2013,97,"Comedy,Drama"
22586,1355436,tt1067773,movie,Game of Assassins,,0,2013,80,"Action,Adventure,Horror"
22879,1362221,tt1068953,movie,House of Good and Evil,,0,2013,108,Thriller
23025,1363524,tt10691806,movie,Genoa Cricket and Football Club vs Cagliari Calcio,,0,2012,90,\N
23026,1363527,tt10691810,movie,Juventus F.C. vs Parma Calcio 1913,,0,2012,90,\N
23030,1363536,tt10691826,movie,ACF Fiorentina vs Calcio Catania,,0,2012,90,\N
23031,1363539,tt10691830,movie,Associazione Calcio Siena vs Udinese Calcio,,0,2012,90,\N
23032,1363540,tt10691832,movie,ACF Fiorentina vs Juventus F.C.,,0,2012,90,\N
23033,1363541,tt10691834,movie,Genoa Cricket and Football Club vs Juventus F.C.,,0,2012,90,\N
23034,1363542,tt10691836,movie,F.C Internazionale Milano vs Associazione Calcio Siena,,0,2012,90,\N
23756,1376311,tt10713774,movie,Fight Till The End,,0,2013,90,Drama
23944,1378858,tt1071809,movie,The Amazing Adventures of the Living Corpse,,0,2012,88,"Action,Animation,Fantasy"
23966,1380631,tt10721196,movie,Mokala Shwas,,0,2012,\N,Family
24395,1385659,tt10729886,movie,Exposure,,0,2013,\N,\N
24396,1385793,tt10730124,movie,Patient Zero,,0,2013,\N,\N
24398,1385876,tt10730266,movie,Dinner Will Be Late,,0,2013,\N,\N
24400,1385891,tt10730294,movie,You Can't Hack This,,0,2013,\N,\N
25159,1395210,tt1074638,movie,Skyfall,,0,2012,143,"Action,Adventure,Thriller"
25578,1404527,tt1076250,movie,The Dark Party,,0,2013,95,"Drama,Romance"
25706,1407184,tt10767212,movie,Liverpool Football Club vs Manchester United,,0,2012,90,\N
25730,1407246,tt10767318,movie,Newcastle United F.C. vs Tottenham Hotspur Football Club,,0,2012,90,\N
25863,1410788,tt1077368,movie,Dark Shadows,,0,2012,113,"Comedy,Fantasy,Horror"
25951,1413682,tt10778738,movie,Suhagan Shobhe Sasariye,,0,2013,\N,Drama
26172,1417716,tt10785942,movie,Freddy vs. Jason 2,,0,2012,48,Horror
26303,1419291,tt10788728,movie,Manchester City vs Queens Park Rangers,,0,2012,90,\N
26423,1422060,tt1079360,movie,The Girl from the Naked Eye,,0,2012,84,"Action,Crime,Mystery"
26458,1423105,tt10795594,movie,Champions League - Semi-Final Real Madrid vs Borussia Dortmund,,0,2013,90,Action
26463,1423178,tt10795720,movie,Spain vs. Italy,,0,2012,90,\N
26583,1425545,tt10799794,movie,Blitz and Bananas,,0,2012,97,Drama
26675,1429058,tt10805912,movie,Nigeria vs Uruguay,,0,2013,90,Action
26881,1434771,tt10815756,movie,One night tune: Oretachi no dengon,,0,2012,60,\N
26882,1434783,tt10815776,movie,Intô kokuhaku: Aniyome no nureta gogo,,0,2012,60,\N
26883,1434791,tt10815790,movie,Kyonyû roshutsu: Tawawa shibori,,0,2012,60,\N
26885,1434808,tt10815824,movie,Hatsujô bus guide: Oshaburi kyonyû,,0,2012,60,\N
26887,1434836,tt10815876,movie,Misoji gibo: Haitoku no shitatari,,0,2012,60,\N
26888,1434868,tt10815934,movie,Nettori hisho: Suwareru kaikan,,0,2012,60,\N
26890,1434879,tt10815956,movie,Chikan ressha: Mushi no atsui shirabe,,0,2012,60,\N
26942,1437073,tt1081975,movie,Richness of Internal Space,,0,2012,89,Drama
27393,1450741,tt10843446,movie,The Relic - Begins,,0,2012,\N,Sci-Fi
27450,1452194,tt10845958,movie,The Memory Remains,,0,2013,\N,Action
27786,1458289,tt10856746,movie,Muchachos,,0,2013,\N,Drama
27832,1458918,tt10857830,movie,Shabnam and Shafaq,,0,2012,150,Drama
28259,1462552,tt10864168,movie,The Quiet Room,,0,2013,\N,Horror
28402,1468508,tt1087440,movie,The Dark Side of Love,,0,2012,87,Drama
28923,1479168,tt10892820,movie,Ardhanaari,,0,2012,95,Drama
28956,1480839,tt10895760,movie,I am Modern,,0,2013,117,"Comedy,Reality-TV,Romance"
29212,1486153,tt10904988,movie,Aporanya,,0,2012,65,"Animation,Sci-Fi,Thriller"
29213,1486208,tt10905080,movie,Champions League - Quarter Final Barcelona vs AC Milan,,0,2012,90,\N
29362,1489234,tt10910326,movie,Juventus vs AC Milan,,0,2013,90,\N
29379,1490154,tt1091191,movie,Lone Survivor,,0,2013,121,"Action,Biography,Drama"
29488,1493635,tt10918098,movie,Last Ride 3,,0,2012,80,Crime
29489,1493661,tt10918142,movie,Finding Cyrus,,0,2013,95,Drama
29490,1493704,tt1091821,movie,Noah,,0,2012,\N,Animation
29694,1495410,tt10921182,movie,Adhyaya,,0,2013,\N,Drama
29837,1498289,tt10926206,movie,Un cuento Latinoamericano,,0,2012,88,"Drama,Fantasy,Horror"
29860,1499651,tt10928640,movie,Crónica de un secuestro,,0,2012,\N,Thriller
29861,1499906,tt10929118,movie,El Pulpo,,0,2012,\N,\N
29863,1500007,tt10929296,movie,Escisión,,0,2013,\N,Horror
29864,1500049,tt10929370,movie,Entre Líneas,,0,2013,\N,Thriller
29865,1500317,tt10929846,movie,A Primera Vista,,0,2013,\N,Romance
29866,1500360,tt10929924,movie,Inmutable,,0,2013,\N,Sci-Fi
29912,1501020,tt10931114,movie,Reviera,,0,2013,\N,Crime
29986,1502139,tt10933090,movie,Matrix Zone,,0,2013,\N,Action
29987,1502150,tt10933112,movie,"0,40%",,0,2012,\N,Drama
29992,1502387,tt1093355,movie,BuzzKill,,0,2012,94,Comedy
30048,1504554,tt10937354,movie,Patrizia Gattacecca à NEW YORK,,0,2013,\N,Music
30128,1506143,tt10940116,movie,Mía,,0,2013,\N,Thriller
30191,1509025,tt10945120,movie,The Assassin's Practice,,0,2013,80,Thriller
30433,1510653,tt10948012,movie,¿Has escuchado la leyenda?,,0,2013,\N,Horror
30468,1511717,tt10949854,movie,Flamenco Hoy! by Carlos Saura,,0,2013,\N,Musical
30479,1511959,tt10950282,movie,Kvelertak: Live at the Electric Ballroom,,0,2013,\N,Music
30525,1513068,tt10952232,movie,Orkut Oru Ormakoot,,0,2012,\N,Drama
30696,1514740,tt10955162,movie,Yakubu,,0,2013,\N,Drama
30703,1515169,tt10955926,movie,Nach Tuzach Lagin Haay,,0,2012,\N,Thriller
31135,1522741,tt10968858,movie,El Ultimo Minuto,,0,2013,95,Drama
31532,1532379,tt10985580,movie,Borussia Dortmund vs Real Madrid,,0,2012,90,\N
31533,1532383,tt10985588,movie,Borussia Dortmund vs Bayern Munich,,0,2012,90,\N
31535,1532400,tt10985616,movie,Juventus F.C. vs Associazione Calcio Chievo Verona,,0,2012,90,Reality-TV
31536,1532431,tt10985670,movie,Società Sportiva Lazio SpA vs Associazione Calcio Siena,,0,2012,90,\N
31537,1532476,tt10985766,movie,Società Sportiva Lazio SpA vs Genoa Cricket and Football Club,,0,2012,90,\N
31538,1532482,tt10985776,movie,Associazione Calcio Siena vs Juventus F.C.,,0,2012,90,\N
31539,1532491,tt10985794,movie,Atalanta B.C. vs Unione Sportiva Città di Palermo,,0,2012,90,\N
31540,1532500,tt10985812,movie,A.S.Roma vs UC Sampdoria,,0,2012,90,\N
31541,1532507,tt10985826,movie,UC Sampdoria vs Società Sportiva Calcio Napoli,,0,2012,90,\N
31542,1532513,tt10985836,movie,Juventus F.C. vs Società Sportiva Calcio Napoli,,0,2012,90,Reality-TV
31543,1532520,tt10985848,movie,Società Sportiva Lazio SpA vs Associazione Calcio Milan,,0,2012,90,\N
31544,1532561,tt10985920,movie,Delfino Pescara 1936 vs UC Sampdoria,,0,2012,90,\N
31545,1532585,tt10985962,movie,A.S.Roma vs Bologna Football Club 1909,,0,2012,90,\N
31686,1538664,tt10996450,movie,Married Woman's Rendezvous - Nakadashi Adultery Document,,0,2013,150,Drama
32536,1550941,tt11017782,movie,Inspector Chandni,,0,2013,135,Drama
32843,1557334,tt11028826,movie,German Bundesliga Schalke vs Borussia Dortmund,,0,2012,90,\N
32846,1557406,tt11028946,movie,Premier League Everton vs Liverpool,,0,2012,90,\N
32847,1557437,tt11028998,movie,German Bundesliga Eintracht Frankfurt vs Greuther Furth,,0,2012,90,\N
32848,1557452,tt11029022,movie,German Bundesliga Hamburg vs Bayern Munich,,0,2012,90,\N
32849,1557455,tt11029028,movie,German Bundesliga FC Nurnberg vs Wolfsburg,,0,2012,90,\N
32850,1557462,tt11029040,movie,German Bundesliga Hannover 96 vs FC Augsburg,,0,2012,90,\N
32851,1557470,tt11029054,movie,German Bundesliga M'gladbach vs SC Freiburg,,0,2012,90,\N
32852,1557477,tt11029066,movie,German Bundesliga Hoffenheim vs Schalke,,0,2012,92,\N
32853,1557481,tt11029072,movie,German Bundesliga Borussia Dortmund vs Stuttgart,,0,2012,90,\N
32854,1557483,tt11029076,movie,German Bundesliga Stuttgart vs Hannover 96,,0,2012,90,\N
32855,1557487,tt11029082,movie,Premier League Chelsea vs Liverpool,,0,2012,90,\N
32856,1557491,tt11029090,movie,German Bundesliga Greuther Furth vs M'gladbach,,0,2012,93,\N
32857,1557493,tt11029094,movie,German Bundesliga Wolfsburg vs Bayer Leverkusen,,0,2012,92,\N
32858,1557505,tt11029114,movie,German Bundesliga Hoffenheim vs Wolfsburg,,0,2012,90,\N
32859,1557519,tt11029138,movie,German Bundesliga Werder Bremen vs Fortuna Düsseldorf,,0,2012,90,\N
32860,1557527,tt11029150,movie,German Bundesliga Eintracht Frankfurt vs FC Augsburg,,0,2012,90,\N
33285,1561378,tt11035780,movie,Shakhta,,0,2012,\N,Drama
33556,1567513,tt11046402,movie,Bokad,,0,2012,\N,Drama
33557,1567882,tt11047044,movie,Rajaji I Love You,,0,2013,116,Comedy
34320,1580274,tt11068454,movie,ZhZh,,0,2013,\N,Drama
34322,1580493,tt1106884,movie,Cut/Print,,0,2012,92,"Horror,Thriller"
34776,1593005,tt11090570,movie,Frankly,,0,2012,\N,Musical
34779,1593052,tt11090650,movie,A Resting Place,,0,2012,\N,Musical
34789,1593761,tt11091876,movie,Tu Hi to Meri Jaan Hai Radha,,0,2013,156,Drama
34792,1593867,tt11092064,movie,E Kaisan Pratha,,0,2013,135,Drama
34864,1595868,tt11095492,movie,History Rediscovered: The Secret Life of Adolf Hitler,,0,2012,\N,Drama
34869,1596018,tt1109574,movie,Between Us,,0,2012,90,Drama
34871,1596093,tt1109587,movie,Driving Me Crazy,,0,2012,\N,"Comedy,Drama,Romance"
